order_id,customer_id,country,order_date,worker_id,total_paid
OR0000456,CU00655,UK,2023-07-13,WO00377,63.19
OR0000457,CU03833,UK,2026-02-09,WO00381,31.91
OR0000458,CU01071,UK,2017-05-23,WO00356,21.5625
OR0000459,CU03989,IR,2026-02-08,WO00046,41.93
OR0000460,CU06223,CA,2024-08-24,WO00197,26.34
OR0000461,CU01207,CA,2023-05-16,WO00482,61.74
OR0000462,CU03387,UK,2021-02-28,WO00384,88.73
OR0000463,CU01724,UK,2025-08-28,WO00189,39.24
OR0000464,CU01906,CA,2025-02-09,WO00408,21.330000000000002
OR0000465,CU02659,CA,2024-02-29,WO00124,90.48
OR0000466,CU03621,CA,2024-06-08,WO00094,27.990000000000002
OR0000467,CU02815,CA,2025-06-29,WO00478,20.9175
OR0000468,CU07625,CA,2026-02-16,WO00225,20.88
OR0000469,CU06874,CA,2025-10-07,WO00050,15.23
OR0000470,CU03679,UK,2021-05-07,WO00378,9.26
OR0000471,CU04587,CA,2023-11-09,WO00414,18.349999999999998
OR0000472,CU03372,UK,2023-07-16,WO00384,118.72999999999999
OR0000473,CU03294,CA,2025-01-23,WO00482,59.7
OR0000474,CU01632,UK,2023-01-07,WO00183,20.35
OR0000475,CU03605,CA,2024-02-27,WO00211,33.120000000000005
OR0000476,CU00257,CA,2021-11-03,WO00165,57.8
OR0000477,CU02678,CA,2023-07-02,WO00486,29.33
OR0000478,CU02148,CA,2026-01-10,WO00237,31.5
OR0000479,CU04808,CA,2022-08-18,WO00218,30.03
OR0000480,CU04476,IR,2025-07-28,WO00393,75.73
OR0000481,CU00824,UK,2022-11-04,WO00277,23.28
OR0000482,CU08614,CA,2026-03-04,WO00154,54.019999999999996
OR0000483,CU04558,CA,2023-02-02,WO00478,122.29
OR0000484,CU04681,CA,2025-12-07,WO00236,32.214999999999996
OR0000485,CU01020,UK,2025-11-08,WO00499,55.02
OR0000486,CU05028,CA,2024-12-13,WO00248,4.975
OR0000487,CU02051,IR,2022-02-18,WO00302,97.73
OR0000488,CU02570,UK,2023-11-02,WO00182,118.33
OR0000489,CU05285,CA,2025-12-12,WO00307,23.93
OR0000490,CU07195,UK,2019-07-20,WO00363,15.870000000000001
OR0000491,CU05376,CA,2024-09-25,WO00450,13.06
OR0000492,CU03091,UK,2024-06-01,WO00234,19.9
OR0000493,CU00153,UK,2026-02-01,WO00271,38.03
OR0000494,CU01590,CA,2026-02-12,WO00479,23.43
OR0000495,CU07545,IR,2024-06-15,WO00400,35.28
OR0000496,CU04335,UK,2023-03-19,WO00031,157.64
OR0000497,CU01185,IR,2022-05-27,WO00498,95.89999999999999
OR0000498,CU07283,UK,2024-11-21,WO00342,26.490000000000002
OR0000499,CU03451,IR,2025-07-26,WO00496,31.78
OR0000500,CU02774,UK,2024-05-01,WO00430,80.33
OR0000501,CU07023,CA,2022-01-05,WO00285,43.92
OR0000502,CU05271,IR,2025-03-22,WO00011,71.56
OR0000503,CU04860,CA,2024-08-02,WO00463,11.309999999999999
OR0000504,CU02907,UK,2022-11-24,WO00097,29.09
OR0000505,CU02242,CA,2024-08-27,WO00402,14.18
OR0000506,CU07437,CA,2025-06-18,WO00407,49.535
OR0000507,CU03375,IR,2022-08-13,WO00345,37.78
OR0000508,CU07150,UK,2019-10-11,WO00269,88.76
OR0000509,CU02532,IR,2026-02-15,WO00305,58.025000000000006
OR0000510,CU01976,IR,2025-07-24,WO00222,27.049999999999997
OR0000511,CU05661,IR,2025-04-03,WO00434,48.78
OR0000512,CU01803,UK,2025-11-04,WO00036,50.51
OR0000513,CU05311,UK,2022-11-29,WO00135,24.130000000000003
OR0000514,CU08023,UK,2025-09-21,WO00391,27.270000000000003
OR0000515,CU06073,UK,2022-06-06,WO00256,15.340000000000002
OR0000516,CU04049,UK,2021-08-08,WO00051,53.16
OR0000517,CU04385,CA,2026-02-22,WO00365,29.990000000000002
OR0000518,CU02119,UK,2024-10-19,WO00334,46.980000000000004
OR0000519,CU00663,UK,2026-02-26,WO00310,10.68
OR0000520,CU06970,CA,2025-12-26,WO00352,83.58
OR0000521,CU08898,UK,2022-05-10,WO00024,19.78
OR0000522,CU06024,CA,2021-09-21,WO00260,44.29
OR0000523,CU06804,CA,2024-11-21,WO00404,13.580000000000002
OR0000524,CU03488,CA,2025-07-01,WO00037,47.010000000000005
OR0000525,CU03207,CA,2025-08-12,WO00015,31.375
OR0000526,CU05186,CA,2026-01-03,WO00066,27.71
OR0000527,CU05324,UK,2022-03-16,WO00082,48.3
OR0000528,CU04476,IR,2025-04-09,WO00314,71.21
OR0000529,CU08831,CA,2025-04-20,WO00099,57.63
OR0000530,CU06273,IR,2025-10-18,WO00058,91.88
OR0000531,CU03786,CA,2025-03-20,WO00329,29.26
OR0000532,CU08824,UK,2024-03-12,WO00036,23.380000000000003
OR0000533,CU06357,IR,2025-11-29,WO00216,127.85
OR0000534,CU08539,CA,2024-07-26,WO00365,39.32
OR0000535,CU00844,IR,2020-03-14,WO00184,18.770000000000003
OR0000536,CU01944,CA,2026-03-08,WO00039,38.19
OR0000537,CU03938,CA,2025-08-23,WO00312,11.67
OR0000538,CU05275,UK,2018-12-08,WO00168,23.33
OR0000539,CU03309,CA,2026-01-07,WO00431,127.98
OR0000540,CU07749,UK,2024-02-02,WO00335,6.76
OR0000541,CU06672,UK,2024-02-07,WO00093,86.97
OR0000542,CU04260,UK,2025-11-29,WO00378,11.0
OR0000543,CU00500,CA,2024-12-14,WO00301,24.064999999999998
OR0000544,CU07551,CA,2025-11-29,WO00164,46.75
OR0000545,CU05431,CA,2024-02-09,WO00013,98.85249999999999
OR0000546,CU01522,CA,2026-03-08,WO00380,33.42
OR0000547,CU04714,CA,2024-10-19,WO00492,46.485
OR0000548,CU04451,CA,2025-10-27,WO00178,91.61
OR0000549,CU01428,UK,2020-12-15,WO00391,30.8075
OR0000550,CU02822,CA,2025-10-17,WO00012,46.144999999999996
OR0000551,CU01980,UK,2024-10-06,WO00291,20.630000000000003
OR0000552,CU08819,IR,2021-12-03,WO00490,73.11
OR0000553,CU07175,CA,2025-07-04,WO00477,65.55
OR0000554,CU07850,UK,2025-06-30,WO00151,23.450000000000003
OR0000555,CU04829,CA,2026-02-10,WO00090,153.57999999999998
OR0000556,CU04494,CA,2023-01-28,WO00074,38.4575
OR0000557,CU06040,CA,2026-02-15,WO00386,32.105000000000004
OR0000558,CU01981,UK,2026-02-05,WO00373,102.45249999999999
OR0000559,CU01121,CA,2024-11-11,WO00173,45.66
OR0000560,CU01416,CA,2024-04-29,WO00200,14.49
OR0000561,CU01762,CA,2023-12-01,WO00110,82.62
OR0000562,CU05917,CA,2026-03-15,WO00017,16.07
OR0000563,CU04804,IR,2023-04-14,WO00398,109.13
OR0000564,CU04764,CA,2025-03-25,WO00154,10.4
OR0000565,CU02446,CA,2024-08-15,WO00089,42.5
OR0000566,CU05011,UK,2019-03-17,WO00005,28.45
OR0000567,CU03881,CA,2026-02-06,WO00164,33.769999999999996
OR0000568,CU06570,CA,2025-12-27,WO00358,134.56900000000002
OR0000569,CU00271,UK,2021-03-21,WO00194,72.07249999999999
OR0000570,CU07409,CA,2025-12-11,WO00103,46.33
OR0000571,CU03114,UK,2025-09-07,WO00141,53.115
OR0000572,CU06504,IR,2024-02-04,WO00351,5.220000000000001
OR0000573,CU04819,UK,2024-11-03,WO00438,67.9966
OR0000574,CU02593,UK,2025-11-21,WO00078,23.05
OR0000575,CU02890,UK,2024-01-07,WO00451,63.8125
OR0000576,CU06214,UK,2021-11-16,WO00030,32.05
OR0000577,CU03868,CA,2026-01-28,WO00402,16.08
OR0000578,CU00011,IR,2025-11-25,WO00162,20.28
OR0000579,CU06320,CA,2024-04-05,WO00233,51.260000000000005
OR0000580,CU07094,IR,2026-01-05,WO00214,120.05
OR0000581,CU04128,IR,2024-06-01,WO00145,65.57000000000001
OR0000582,CU05387,CA,2022-10-06,WO00139,4.944999999999999
OR0000583,CU06586,IR,2025-02-17,WO00346,40.120000000000005
OR0000584,CU04925,CA,2026-01-20,WO00069,54.5
OR0000585,CU05942,UK,2023-04-22,WO00029,41.85
OR0000586,CU08644,CA,2025-08-11,WO00013,60.31
OR0000587,CU04500,UK,2026-01-27,WO00410,52.32
OR0000588,CU02310,UK,2018-11-22,WO00310,18.39
OR0000589,CU07067,UK,2019-06-16,WO00065,34.95
OR0000590,CU03224,IR,2020-08-13,WO00361,10.36
OR0000591,CU06791,UK,2025-08-06,WO00189,12.24
OR0000592,CU02025,IR,2021-07-09,WO00221,31.25
OR0000593,CU06178,CA,2024-05-15,WO00296,10.940000000000001
OR0000594,CU06685,IR,2025-03-10,WO00214,14.95
OR0000595,CU03182,UK,2023-11-16,WO00001,41.42
OR0000596,CU04579,UK,2024-02-12,WO00489,4.49
OR0000597,CU07263,IR,2025-06-08,WO00027,35.8
OR0000598,CU03268,UK,2019-03-12,WO00207,76.08
OR0000599,CU00562,CA,2024-02-08,WO00218,17.830000000000002
OR0000600,CU05537,CA,2026-02-24,WO00206,27.95
OR0000601,CU01663,UK,2025-02-02,WO00117,119.29
OR0000602,CU06489,CA,2025-04-25,WO00303,56.510000000000005
OR0000603,CU05054,CA,2023-08-13,WO00463,44.71
OR0000604,CU07531,UK,2025-05-29,WO00194,9.15
OR0000605,CU02782,UK,2023-06-03,WO00024,69.3
OR0000606,CU02067,UK,2020-04-15,WO00051,29.03
OR0000607,CU07021,CA,2022-02-21,WO00364,18.39
OR0000608,CU08588,UK,2023-09-07,WO00310,50.9
OR0000609,CU05197,UK,2022-11-25,WO00055,52.83
OR0000610,CU04755,UK,2017-12-10,WO00210,42.58
OR0000611,CU00193,CA,2024-08-10,WO00224,52.75
OR0000612,CU02049,CA,2022-03-09,WO00288,32.6825
OR0000613,CU00148,UK,2018-12-07,WO00348,53.57
OR0000614,CU01164,CA,2026-02-19,WO00178,5.0375
OR0000615,CU04025,CA,2025-04-04,WO00160,59.85
OR0000616,CU00201,UK,2024-09-30,WO00223,56.33
OR0000617,CU05956,CA,2026-01-12,WO00464,29.57
OR0000618,CU05549,IR,2025-05-17,WO00132,35.15
OR0000619,CU08675,CA,2022-01-01,WO00312,58.125
OR0000620,CU02093,UK,2025-04-25,WO00088,46.14
OR0000621,CU06136,UK,2026-01-09,WO00022,40.17
OR0000622,CU02906,CA,2025-10-18,WO00274,126.38000000000001
OR0000623,CU07566,CA,2026-03-15,WO00279,44.1875
OR0000624,CU07771,CA,2024-08-12,WO00200,67.72
OR0000625,CU06851,CA,2025-09-14,WO00446,100.75
OR0000626,CU05850,UK,2025-01-29,WO00072,39.24
OR0000627,CU03165,UK,2025-05-04,WO00411,11.49
OR0000628,CU04685,CA,2023-06-24,WO00285,8.09
OR0000629,CU08266,CA,2024-08-26,WO00481,7.73
OR0000630,CU06969,CA,2025-08-02,WO00153,22.98
OR0000631,CU03083,IR,2024-12-11,WO00156,18.37
OR0000632,CU06184,CA,2025-12-24,WO00482,55.64
OR0000633,CU05084,IR,2026-03-13,WO00309,32.685
OR0000634,CU00045,CA,2026-02-11,WO00312,50.74
OR0000635,CU07426,UK,2017-12-25,WO00234,23.939999999999998
OR0000636,CU07700,CA,2024-03-28,WO00482,27.94
OR0000637,CU03842,CA,2022-11-08,WO00099,43.0252
OR0000638,CU04668,UK,2022-02-25,WO00384,124.93
OR0000639,CU02321,CA,2023-07-12,WO00209,21.13
OR0000640,CU02897,CA,2025-01-22,WO00044,57.09
OR0000641,CU04737,CA,2022-10-25,WO00324,14.280000000000001
OR0000642,CU06683,UK,2025-06-03,WO00194,23.0
OR0000643,CU06098,CA,2025-05-18,WO00017,26.080000000000002
OR0000644,CU05586,UK,2025-08-04,WO00048,23.82
OR0000645,CU00639,UK,2025-12-01,WO00362,99.84
OR0000646,CU05064,UK,2025-11-21,WO00005,33.160000000000004
OR0000647,CU07651,UK,2023-06-13,WO00287,88.23
OR0000648,CU04380,UK,2023-11-08,WO00150,28.46
OR0000649,CU02211,CA,2025-05-13,WO00404,37.88
OR0000650,CU01999,IR,2025-08-09,WO00063,49.379999999999995
OR0000651,CU03980,CA,2025-09-04,WO00103,9.85
OR0000652,CU06360,IR,2019-04-26,WO00222,58.4875
OR0000653,CU08888,UK,2024-07-11,WO00219,62.815
OR0000654,CU03173,UK,2024-09-15,WO00024,36.2275
OR0000655,CU06081,UK,2017-10-07,WO00342,53.76
OR0000656,CU02577,UK,2022-04-22,WO00051,2.1500000000000004
OR0000657,CU08246,CA,2025-05-17,WO00170,28.0
OR0000658,CU04126,CA,2025-10-21,WO00100,46.53
OR0000659,CU07353,IR,2025-03-20,WO00328,14.68
OR0000660,CU01546,UK,2018-08-19,WO00177,38.99
OR0000661,CU04680,IR,2025-12-29,WO00461,13.39
OR0000662,CU06998,IR,2023-10-15,WO00435,14.22
OR0000663,CU06557,IR,2026-01-02,WO00129,61.36
OR0000664,CU08036,UK,2021-04-27,WO00374,25.54
OR0000665,CU03366,IR,2022-08-27,WO00336,59.6
OR0000666,CU05762,CA,2025-10-20,WO00295,106.09
OR0000667,CU05936,CA,2024-06-25,WO00252,50.32
OR0000668,CU00537,CA,2026-02-18,WO00281,42.19
OR0000669,CU01096,UK,2016-08-29,WO00207,29.83
OR0000670,CU03356,CA,2025-03-19,WO00337,80.51
OR0000671,CU01321,UK,2024-02-10,WO00220,9.79
OR0000672,CU07687,CA,2022-03-04,WO00153,58.25
OR0000673,CU06554,CA,2023-12-25,WO00186,79.13
OR0000674,CU00606,CA,2025-09-04,WO00257,28.88
OR0000675,CU02284,CA,2025-11-26,WO00018,29.6
OR0000676,CU06507,IR,2025-11-19,WO00346,29.47
OR0000677,CU04137,CA,2026-02-17,WO00143,49.61
OR0000678,CU08336,UK,2025-04-11,WO00452,11.280000000000001
OR0000679,CU06265,UK,2022-04-06,WO00436,51.980000000000004
OR0000680,CU04820,CA,2023-09-29,WO00074,56.45
OR0000681,CU06912,CA,2026-02-08,WO00172,15.09
OR0000682,CU02397,UK,2022-08-09,WO00177,23.34
OR0000683,CU05569,CA,2026-01-03,WO00043,24.700000000000003
OR0000684,CU02735,CA,2025-07-02,WO00069,63.12
OR0000685,CU07090,UK,2021-03-15,WO00384,22.18
OR0000686,CU06000,IR,2019-12-01,WO00125,28.25
OR0000687,CU01048,UK,2019-09-19,WO00082,69.97749999999999
OR0000688,CU06435,CA,2023-08-27,WO00090,17.799999999999997
OR0000689,CU07330,UK,2016-06-20,WO00256,50.230000000000004
OR0000690,CU04943,CA,2025-10-10,WO00319,7.47
OR0000691,CU04712,UK,2023-05-20,WO00348,61.5275
OR0000692,CU03554,UK,2023-05-17,WO00070,87.85
OR0000693,CU01544,UK,2020-11-27,WO00051,137.69
OR0000694,CU00003,IR,2021-01-17,WO00357,31.85
OR0000695,CU03825,IR,2024-06-24,WO00448,75.85
OR0000696,CU05963,UK,2026-01-16,WO00022,45.01
OR0000697,CU00459,UK,2025-10-24,WO00391,23.7125
OR0000698,CU02298,CA,2025-03-14,WO00049,53.875
OR0000699,CU07846,UK,2025-11-25,WO00219,65.77
OR0000700,CU06705,CA,2025-04-09,WO00324,46.08
OR0000701,CU00272,CA,2024-07-24,WO00264,120.15
OR0000702,CU05108,CA,2025-04-24,WO00020,40.9
OR0000703,CU06246,CA,2025-08-18,WO00446,61.43
OR0000704,CU00812,IR,2025-05-02,WO00212,97.15
OR0000705,CU07622,CA,2022-05-14,WO00260,17.38
OR0000706,CU03411,IR,2023-04-12,WO00267,5.58
OR0000707,CU04652,UK,2025-05-13,WO00082,81.94
OR0000708,CU07220,UK,2023-08-03,WO00002,66.065
OR0000709,CU00623,UK,2024-10-22,WO00290,18.805
OR0000710,CU05325,IR,2020-11-13,WO00215,18.18
OR0000711,CU02320,IR,2021-08-12,WO00087,34.52
OR0000712,CU04605,CA,2026-01-16,WO00297,56.92
OR0000713,CU04659,CA,2025-08-18,WO00440,55.64
OR0000714,CU07121,CA,2025-09-18,WO00248,126.87
OR0000715,CU01743,CA,2026-03-03,WO00153,42.52
OR0000716,CU00022,CA,2023-09-27,WO00286,20.08
OR0000717,CU08643,UK,2024-09-09,WO00234,23.900000000000002
OR0000718,CU06314,CA,2025-06-28,WO00044,42.8
OR0000719,CU08786,UK,2024-02-15,WO00199,9.0
OR0000720,CU04128,IR,2019-09-15,WO00265,28.51
OR0000721,CU05435,UK,2024-02-05,WO00157,29.3425
OR0000722,CU05582,UK,2017-09-01,WO00024,47.0525
OR0000723,CU05383,IR,2020-10-07,WO00341,28.84
OR0000724,CU05006,CA,2024-06-24,WO00387,83.68
OR0000725,CU07215,IR,2024-03-27,WO00171,52.68
OR0000726,CU01499,UK,2023-04-29,WO00082,28.25
OR0000727,CU00256,UK,2025-12-15,WO00177,39.98
OR0000728,CU03954,CA,2023-03-23,WO00332,21.63
OR0000729,CU06983,CA,2026-01-04,WO00164,52.24
OR0000730,CU00913,UK,2020-12-27,WO00269,32.08
OR0000731,CU00139,CA,2024-11-28,WO00453,39.25
OR0000732,CU04958,UK,2024-04-02,WO00133,13.559999999999999
OR0000733,CU03343,UK,2025-06-14,WO00443,98.82000000000001
OR0000734,CU06399,IR,2025-02-03,WO00487,16.080000000000002
OR0000735,CU08516,UK,2025-11-17,WO00040,41.53
OR0000736,CU06571,CA,2025-12-21,WO00298,84.64
OR0000737,CU00462,UK,2023-07-25,WO00098,50.25
OR0000738,CU07015,IR,2025-02-27,WO00495,44.480000000000004
OR0000739,CU08669,UK,2025-11-11,WO00014,156.37
OR0000740,CU01987,UK,2020-03-06,WO00399,6.49
OR0000741,CU00430,UK,2023-11-28,WO00169,104.69
OR0000742,CU03429,UK,2021-06-20,WO00082,80.505
OR0000743,CU04553,CA,2024-11-13,WO00110,36.265
OR0000744,CU04620,UK,2025-06-23,WO00189,75.99000000000001
OR0000745,CU07453,UK,2023-03-29,WO00271,48.93
OR0000746,CU03808,CA,2026-03-03,WO00480,36.73
OR0000747,CU04978,IR,2025-08-20,WO00262,99.31
OR0000748,CU07329,UK,2021-06-15,WO00385,110.6
OR0000749,CU01723,CA,2025-09-01,WO00173,109.19749999999999
OR0000750,CU03727,CA,2026-02-23,WO00149,77.21
OR0000751,CU07109,UK,2025-09-12,WO00255,157.67
OR0000752,CU02247,IR,2024-01-16,WO00121,5.18
OR0000753,CU05486,UK,2025-06-09,WO00499,52.14
OR0000754,CU07722,UK,2024-09-12,WO00439,53.22
OR0000755,CU06505,IR,2026-01-01,WO00360,49.14
OR0000756,CU03031,IR,2026-03-10,WO00229,16.885
OR0000757,CU04163,CA,2023-06-05,WO00482,84.78
OR0000758,CU08015,IR,2025-07-19,WO00461,107.12
OR0000759,CU02206,UK,2023-11-10,WO00272,46.03
OR0000760,CU02876,CA,2025-06-30,WO00173,13.29
OR0000761,CU03567,CA,2022-10-20,WO00288,52.1275
OR0000762,CU04039,UK,2021-08-26,WO00385,35.21
OR0000763,CU00968,CA,2026-03-01,WO00124,38.54
OR0000764,CU05179,UK,2018-03-21,WO00411,90.72
OR0000765,CU07772,CA,2024-06-30,WO00479,51.96
OR0000766,CU04061,UK,2025-06-25,WO00280,17.375
OR0000767,CU01955,IR,2025-11-22,WO00266,43.165
OR0000768,CU06376,IR,2026-03-14,WO00116,64.71
OR0000769,CU07411,IR,2020-06-05,WO00085,40.59
OR0000770,CU05060,CA,2025-11-09,WO00285,43.23
OR0000771,CU05950,UK,2025-05-07,WO00247,75.73
OR0000772,CU05372,CA,2023-01-18,WO00264,135.37
OR0000773,CU01432,CA,2023-12-17,WO00365,57.9
OR0000774,CU04379,UK,2022-06-17,WO00292,89.25
OR0000775,CU02848,CA,2022-03-18,WO00124,30.240000000000002
OR0000776,CU08268,CA,2026-03-08,WO00092,38.980000000000004
OR0000777,CU03005,CA,2025-05-15,WO00460,65.45
OR0000778,CU05818,UK,2015-05-14,WO00005,8.67
OR0000779,CU00504,CA,2024-09-09,WO00460,11.2
OR0000780,CU04588,CA,2025-09-21,WO00170,85.0175
OR0000781,CU02032,CA,2025-07-29,WO00493,112.9
OR0000782,CU07710,CA,2023-03-25,WO00099,126.7325
OR0000783,CU01599,CA,2025-11-06,WO00190,54.980000000000004
OR0000784,CU07034,CA,2024-02-25,WO00105,78.43
OR0000785,CU02550,CA,2025-11-06,WO00160,14.2025
OR0000786,CU08191,IR,2024-02-07,WO00163,15.2
OR0000787,CU02310,UK,2021-05-28,WO00391,14.100000000000001
OR0000788,CU03037,CA,2024-09-08,WO00242,8.879999999999999
OR0000789,CU02263,UK,2024-06-30,WO00353,16.72
OR0000790,CU01848,UK,2025-10-30,WO00445,39.01
OR0000791,CU03469,CA,2024-07-14,WO00440,49.2325
OR0000792,CU00912,UK,2019-01-18,WO00465,44.26
OR0000793,CU04737,CA,2024-08-31,WO00069,16.04
OR0000794,CU04249,CA,2023-06-27,WO00428,24.49
OR0000795,CU00686,UK,2025-09-22,WO00254,89.7
OR0000796,CU00325,CA,2024-08-02,WO00123,22.36
OR0000797,CU05852,UK,2022-03-11,WO00065,66.9975
OR0000798,CU01451,CA,2025-09-21,WO00264,18.84
OR0000799,CU05742,IR,2022-12-19,WO00071,53.01
OR0000800,CU01346,CA,2024-05-26,WO00329,26.290000000000003
OR0000801,CU08179,IR,2025-09-06,WO00027,83.3475
OR0000802,CU07370,CA,2026-02-18,WO00325,22.29
OR0000803,CU05348,UK,2017-02-08,WO00002,148.05
OR0000804,CU08482,CA,2023-04-03,WO00325,12.02
OR0000805,CU05800,UK,2016-04-13,WO00002,83.69
OR0000806,CU00385,IR,2020-09-28,WO00084,84.27
OR0000807,CU06185,CA,2023-02-22,WO00446,48.0175
OR0000808,CU04802,IR,2024-02-25,WO00121,42.87
OR0000809,CU06588,UK,2025-09-06,WO00362,83.41
OR0000810,CU03003,UK,2024-11-23,WO00048,38.2275
OR0000811,CU04245,UK,2021-03-18,WO00008,39.46
OR0000812,CU07846,UK,2025-04-30,WO00102,24.58
OR0000813,CU00940,UK,2024-12-04,WO00452,120.32
OR0000814,CU02978,IR,2023-03-14,WO00087,157.10999999999999
OR0000815,CU01828,IR,2023-11-14,WO00176,5.85
OR0000816,CU05441,UK,2025-09-18,WO00082,39.92
OR0000817,CU01512,UK,2026-03-09,WO00405,12.790000000000001
OR0000818,CU02343,UK,2023-01-19,WO00355,100.42999999999999
OR0000819,CU03971,CA,2025-08-06,WO00228,72.32000000000001
OR0000820,CU07291,CA,2025-12-31,WO00424,22.655
OR0000821,CU07179,UK,2025-05-11,WO00373,37.0
OR0000822,CU06056,CA,2025-05-28,WO00446,70.12
OR0000823,CU03288,UK,2016-02-26,WO00377,81.91
OR0000824,CU08428,UK,2022-01-17,WO00485,40.4
OR0000825,CU00328,IR,2019-07-15,WO00238,75.08
OR0000826,CU00104,IR,2025-06-16,WO00213,51.55
OR0000827,CU06968,UK,2025-10-17,WO00024,36.76
OR0000828,CU02528,CA,2025-04-14,WO00154,57.269999999999996
OR0000829,CU07034,CA,2024-02-01,WO00211,17.38
OR0000830,CU08245,IR,2025-02-18,WO00412,32.69
OR0000831,CU07592,IR,2019-10-27,WO00240,25.5
OR0000832,CU07497,CA,2023-10-18,WO00186,72.02
OR0000833,CU00946,IR,2025-09-27,WO00023,16.78
OR0000834,CU02679,IR,2025-09-09,WO00028,43.34
OR0000835,CU01324,CA,2022-03-02,WO00365,72.945
OR0000836,CU06431,CA,2022-08-05,WO00365,29.14
OR0000837,CU01782,UK,2020-10-15,WO00452,62.777499999999996
OR0000838,CU02020,CA,2025-12-28,WO00453,39.185
OR0000839,CU01357,UK,2025-02-01,WO00157,59.66
OR0000840,CU03682,CA,2026-01-29,WO00019,52.260000000000005
OR0000841,CU01216,IR,2022-07-04,WO00418,47.5
OR0000842,CU08137,UK,2020-02-08,WO00452,48.885
OR0000843,CU07935,UK,2025-12-16,WO00327,40.52
OR0000844,CU05212,UK,2024-05-12,WO00405,99.64
OR0000845,CU08653,CA,2026-02-04,WO00192,69.13
OR0000846,CU08236,CA,2025-06-03,WO00330,34.9
OR0000847,CU08743,UK,2018-03-29,WO00438,53.28
OR0000848,CU08381,CA,2023-11-12,WO00242,60.17
OR0000849,CU07584,IR,2025-07-01,WO00159,23.17
OR0000850,CU05243,UK,2024-03-20,WO00255,14.05
OR0000851,CU05878,CA,2024-11-23,WO00178,50.32
OR0000852,CU07385,CA,2024-11-10,WO00320,47.42
OR0000853,CU07689,UK,2025-01-01,WO00315,47.32
OR0000854,CU08935,CA,2023-08-29,WO00482,11.34
OR0000855,CU07920,IR,2025-10-24,WO00179,67.99
OR0000856,CU06021,IR,2022-10-16,WO00388,42.09
OR0000857,CU04376,CA,2026-01-08,WO00025,3.04
OR0000858,CU03119,UK,2025-11-04,WO00362,8.9
OR0000859,CU08083,UK,2021-08-04,WO00432,12.89
OR0000860,CU07315,IR,2021-12-01,WO00448,29.0
OR0000861,CU02326,IR,2025-10-07,WO00046,14.600000000000001
OR0000862,CU06016,CA,2025-02-08,WO00453,21.71
OR0000863,CU04050,CA,2024-08-10,WO00052,23.72
OR0000864,CU01813,UK,2023-12-22,WO00383,32.870000000000005
OR0000865,CU07703,UK,2023-03-16,WO00335,19.36
OR0000866,CU01479,CA,2025-01-30,WO00387,68.18
OR0000867,CU02309,CA,2024-04-28,WO00016,65.21000000000001
OR0000868,CU02491,CA,2026-02-24,WO00170,23.285
OR0000869,CU06084,UK,2022-11-15,WO00432,53.6525
OR0000870,CU07617,UK,2024-09-08,WO00177,28.27
OR0000871,CU08266,CA,2025-09-15,WO00224,103.82
OR0000872,CU08021,CA,2024-07-13,WO00295,35.58
OR0000873,CU05321,UK,2025-12-21,WO00031,46.5375
OR0000874,CU04376,CA,2026-02-05,WO00312,29.990000000000002
OR0000875,CU00183,UK,2026-01-01,WO00005,80.03
OR0000876,CU02360,IR,2025-03-21,WO00159,13.33
OR0000877,CU08012,UK,2023-01-19,WO00470,16.92
OR0000878,CU01349,UK,2025-07-11,WO00485,28.69
OR0000879,CU04666,IR,2025-03-09,WO00111,67.6575
OR0000880,CU03552,UK,2025-10-04,WO00117,64.52
OR0000881,CU03314,IR,2019-08-16,WO00054,65.37
OR0000882,CU02768,UK,2025-07-15,WO00485,27.380000000000003
OR0000883,CU05394,UK,2024-01-31,WO00456,38.96
OR0000884,CU05193,UK,2019-10-01,WO00219,23.83
OR0000885,CU05335,UK,2023-03-26,WO00287,33.44
OR0000886,CU02126,IR,2019-09-02,WO00278,71.13000000000001
OR0000887,CU06490,IR,2020-06-11,WO00213,112.009
OR0000888,CU03210,CA,2021-12-05,WO00094,65.14
OR0000889,CU03745,CA,2023-02-09,WO00264,40.49
OR0000890,CU06282,IR,2025-12-10,WO00458,60.04
OR0000891,CU03557,CA,2024-12-14,WO00173,96.66
OR0000892,CU03484,CA,2024-07-29,WO00264,30.950000000000003
OR0000893,CU03244,IR,2025-01-19,WO00388,32.629999999999995
OR0000894,CU08486,IR,2022-08-07,WO00202,34.49
OR0000895,CU07160,UK,2025-02-15,WO00088,19.87
OR0000896,CU00061,UK,2025-05-05,WO00280,28.02
OR0000897,CU05751,CA,2021-11-18,WO00462,73.88
OR0000898,CU06335,UK,2023-07-19,WO00348,66.59
OR0000899,CU08308,CA,2026-02-24,WO00252,70.96
OR0000900,CU02208,CA,2024-09-18,WO00099,17.89
OR0000901,CU05847,IR,2023-02-21,WO00435,80.28
OR0000902,CU02929,UK,2021-01-31,WO00030,23.65
OR0000903,CU05071,UK,2022-03-11,WO00374,53.56
OR0000904,CU06280,UK,2023-04-15,WO00416,62.2
OR0000905,CU08604,IR,2023-03-27,WO00180,59.9
OR0000906,CU01495,CA,2024-01-25,WO00110,7.78
OR0000907,CU02469,CA,2025-09-24,WO00032,26.98
OR0000908,CU03090,CA,2026-01-21,WO00298,22.482499999999998
